"<tr><th colspan=""28""><a href=""../teams/bullldogs_idx.html"">Western Bulldogs</a> [<a href=""teams/bullldogs/2018_gbg.html"">Game by Game</a>]</th></tr>" "<tr><th width=""3%"">#</th><th align=""left"" width=""14%"">Player</th><th width=""3%"">GM</th><th width=""3%"">KI</th><th width=""3%"">MK</th><th width=""3%"">HB</th><th width=""3%"">DI</th><th width=""3%"">DA</th><th width=""3%"">GL</th><th width=""3%"">BH</th><th width=""3%"">HO</th><th width=""3%"">TK</th><th width=""3%"">RB</th><th width=""3%"">IF</th><th width=""3%"">CL</th><th width=""3%"">CG</th><th width=""3%"">FF</th><th width=""3%"">FA</th><th width=""3%"">BR</th><th width=""3%"">CP</th><th width=""3%"">UP</th><th width=""3%"">CM</th><th width=""3%"">MI</th><th width=""3%"">1%</th><th width=""3%"">BO</th><th width=""3%"">GA</th><th width=""3%"">%P</th><th width=""3%"">SU</th></tr>" "<tr><th align=""left"" colspan=""3"">31 players used</th><th>1119</th><th>556</th><th>762</th><th>1881</th><th>17.10</th><th>49</th><th>52</th><th>127</th><th>262</th><th>171</th><th>263</th><th>174</th><th>255</th><th>115</th><th>85</th><th> </th><th>617</th><th>1244</th><th>52</th><th>71</th><th>226</th><th>29</th><th>32</th><th> </th><th> </th></tr>"
14 "Ashman, Rodney" 22 354 88 100 454 20.64 29 38             40 56                    
12 "Armstrong, Barry" 17 405 77 29 434 25.53 12 13             44 40                    
8 "Keogh, Trevor" 18 311 70 70 381 21.17 8 11             51 44                    
11 "Doull, Bruce" 22 233 76 105 338 15.36   1             29 51                    
32 "Quirk, Bryan" 19 262 89 22 284 14.95 5 10             41 33                    
21 "Austin, Rod" 17 248 70 29 277 16.29                 30 23                    
43 "McKay, David" 21 241 129 34 275 13.10 32 28 9           45 68                    
18 "Walsh, Brian" 18 245 77 30 275 15.28 26 22             38 34                    
25 "Jesaulenko, Alex" 18 209 55 44 253 14.06 21 32             30 37                    
42 "Walls, Robert" 16 215 86 24 239 14.94 30 36             36 42                    
23 "Davis, Craig" 19 209 91 27 236 12.42 45 17             36 42                    
27 "Dickson, David" 16 171 79 57 228 14.25 3 2             20 19                    
28 "Jones, Peter" 17 142 97 85 227 13.35 10 3 13           40 41                    
6 "Crane, Gary" 12 196 42 27 223 18.58 1 2             35 20                    
15 "Pinnell, Phillip" 17 180 53 38 218 12.82                 28 37                    
30 "Waite, Vin" 18 163 49 51 214 11.89 11 2             51 41                    
20 "Southby, Geoff" 18 158 61 38 196 10.89   1             36 25                    
19 "OConnell, John" 17 137 35 32 169 9.94                 25 21                    
33 "Hurst, Paul" 11 91 25 14 105 9.55                 7 30                    
31 "Hall, Peter" 11 84 24 16 100 9.09 4 2             6 11                    
13 "Ruscuklic, Alex" 9 83 46 13 96 10.67 20 25             16 13                    
26 "Byrne, Ray" 9 76 14 15 91 10.11                 10 11                    
7 "Whitnall, Graeme" 7 67 18 13 80 11.43 3 5             6 15                    
2 "Nicholls, John" 14 52 18 26 78 5.57 14 4 8           19 24                    
36 "MacLure, Mark" 7 59 22 15 74 10.57                 14 9                    
9 "Towns, Greg" 6 57 17 16 73 12.17 2 4             12 17                    
5 "Jackson, Syd" 7 58 19 8 66 9.43 7 7             12 20                    
5 "OHalloran, Max" 5 50 16 14 64 12.80   1             10 7                    
38 "Chandler, Neil" 4 43 18 16 59 14.75 1 4 1           5 7                    
13 "Pascoe, Eric" 8 48 20 11 59 7.38 3 2             10 10                    
17 "Crosswell, Brent" 4 39 16 14 53 13.25 2 2             10 11                    
24 "Robertson, Ian" 3 40 19 12 52 17.33   4             4 5                    
37 "Robertson, Graeme" 6 35 17 9 44 7.33 2 1             8 8                    
10 "Mangels, Alan" 4 24 3 2 26 6.50 1               5 8                    
41 "Smith, Tony" 2 12 4 9 21 10.50                 2 5                    
35 "Styles, Lance" 1 6 1 1 7 7.00                   3                    
1 "Richardson, Wayne" 24 582 123 51 633 26.38 27 19             78 80                    
23 "Shaw, Ray" 21 358 84 59 417 19.86 23 19             65 62                    
4 "Bisset, George" 18 319 54 82 401 22.28 15 13             53 40                    
18 "Richardson, Max" 21 308 90 43 351 16.71 1 6             48 41                    
12 "Dunne, Ross" 22 318 124 28 346 15.73 35 44 3           41 43                    
2 "Thompson, Len" 21 222 108 112 334 15.90 26 23 11           69 54                    
14 "Williams, John" 23 272 90 58 330 14.35                 55 32                    
31 "Manassa, Phil" 24 252 76 70 322 13.42 7 8             38 43                    
3 "Price, Barry" 16 241 71 71 312 19.50 4 5 1           32 20                    
26 "Dean, Robert" 19 224 92 75 299 15.74 1 5             46 39                    
7 "Shephard, Graeme" 19 215 73 82 297 15.63 9 10             29 31                    
5 "Wearmouth, Ronnie" 17 186 50 103 289 17.00 5 4             22 30                    
34 "Gott, Doug" 22 233 75 46 279 12.68 2 2             67 23                    
19 "Cranage, Paul" 19 211 59 31 242 12.74   3             32 40                    
15 "Heard, Bob" 24 188 144 49 237 9.88 32 10 5           31 32                    
9 "Dunstan, Graeme" 16 178 52 49 227 14.19 21 22             19 32                    
25 "Picken, Bill" 17 173 94 25 198 11.65 25 15             28 32                    
10 "Cooper, Ian" 18 139 62 19 158 8.78                 34 35                    
6 "McKenna, Peter" 18 138 85 14 152 8.44 69 34             30 36                    
40 "Holmes, Allan" 12 111 46 18 129 10.75 2 2             24 21                    
20 "Clifford, Stephen" 12 102 38 19 121 10.08 2 9             16 14                    
8 "Oborne, Rod" 13 106 41 14 120 9.23 15 13 1           17 23                    
38 "Hyde, Robert" 8 103 36 16 119 14.88                 12 11                    
16 "Atkinson, Alan" 9 81 27 22 103 11.44 3               12 22                    
46 "Delahunty, Mike" 11 82 29 12 94 8.55   1             10 13                    
24 "Salmon, Daryl" 6 45 11 25 70 11.67                 10 4                    
22 "Greening, John" 3 27 12 19 46 15.33 2 4             7 3                    
