"<tr><th colspan=""28""><a href=""../teams/bullldogs_idx.html"">Western Bulldogs</a> [<a href=""teams/bullldogs/2018_gbg.html"">Game by Game</a>]</th></tr>" "<tr><th width=""3%"">#</th><th align=""left"" width=""14%"">Player</th><th width=""3%"">GM</th><th width=""3%"">KI</th><th width=""3%"">MK</th><th width=""3%"">HB</th><th width=""3%"">DI</th><th width=""3%"">DA</th><th width=""3%"">GL</th><th width=""3%"">BH</th><th width=""3%"">HO</th><th width=""3%"">TK</th><th width=""3%"">RB</th><th width=""3%"">IF</th><th width=""3%"">CL</th><th width=""3%"">CG</th><th width=""3%"">FF</th><th width=""3%"">FA</th><th width=""3%"">BR</th><th width=""3%"">CP</th><th width=""3%"">UP</th><th width=""3%"">CM</th><th width=""3%"">MI</th><th width=""3%"">1%</th><th width=""3%"">BO</th><th width=""3%"">GA</th><th width=""3%"">%P</th><th width=""3%"">SU</th></tr>" "<tr><th align=""left"" colspan=""3"">31 players used</th><th>1119</th><th>556</th><th>762</th><th>1881</th><th>17.10</th><th>49</th><th>52</th><th>127</th><th>262</th><th>171</th><th>263</th><th>174</th><th>255</th><th>115</th><th>85</th><th> </th><th>617</th><th>1244</th><th>52</th><th>71</th><th>226</th><th>29</th><th>32</th><th> </th><th> </th></tr>"
19 "McIvor, Scott" 22 329 111 232 561 25.50 9 11 11 58         35 36 10                  
2 "Williams, Mark" 22 310 84 151 461 20.95 19 18   56         38 34                    
4 "Raines, Geoff" 20 287 95 123 410 20.50 4 5   25         30 26                    
22 "Bain, David" 20 281 84 105 386 19.30 14 10   22         25 22 11                  
11 "Phillips, Brenton" 21 260 77 107 367 17.48 3   1 29         39 25 3                  
45 "Gastev, John" 19 214 66 98 312 16.42 11 12 1 32         32 31 2                  
24 "Merrett, Roger" 22 204 131 107 311 14.14 24 9 58 23         45 54 14                  
8 "Richardson, Michael" 15 201 65 101 302 20.13 9 2 1 16         18 16                    
5 "Hardie, Brad" 20 218 86 72 290 14.50 54 47 2 21         27 13 4                  
13 "Harris, Bernie" 18 221 39 56 277 15.39 22 14   12         24 21                    
27 "Roberts, Mark" 19 166 61 83 249 13.11 5 3 3 17         17 32                    
31 "OKeeffe, David" 20 186 64 58 244 12.20 3 5 1 21         29 38                    
16 "Lester-Smith, Rod" 16 173 82 55 228 14.25 4 5   13         22 8 1                  
14 "Leslie, Martin" 11 94 45 81 175 15.91     2 12         26 19                    
26 "Eade, Rodney" 12 129 39 37 166 13.83 1 3   21         12 5                    
36 "Kennedy, Michael" 9 107 27 52 159 17.67 2 1   10         11 9 1                  
38 "Gibson, Michael" 13 92 41 64 156 12.00   2 2 8         8 14 1                  
25 "Campbell, Matthew" 8 106 33 47 153 19.13 1 5   5         7 16 2                  
