"<tr><th colspan=""28""><a href=""../teams/bullldogs_idx.html"">Western Bulldogs</a> [<a href=""teams/bullldogs/2018_gbg.html"">Game by Game</a>]</th></tr>" "<tr><th width=""3%"">#</th><th align=""left"" width=""14%"">Player</th><th width=""3%"">GM</th><th width=""3%"">KI</th><th width=""3%"">MK</th><th width=""3%"">HB</th><th width=""3%"">DI</th><th width=""3%"">DA</th><th width=""3%"">GL</th><th width=""3%"">BH</th><th width=""3%"">HO</th><th width=""3%"">TK</th><th width=""3%"">RB</th><th width=""3%"">IF</th><th width=""3%"">CL</th><th width=""3%"">CG</th><th width=""3%"">FF</th><th width=""3%"">FA</th><th width=""3%"">BR</th><th width=""3%"">CP</th><th width=""3%"">UP</th><th width=""3%"">CM</th><th width=""3%"">MI</th><th width=""3%"">1%</th><th width=""3%"">BO</th><th width=""3%"">GA</th><th width=""3%"">%P</th><th width=""3%"">SU</th></tr>" "<tr><th align=""left"" colspan=""3"">31 players used</th><th>1119</th><th>556</th><th>762</th><th>1881</th><th>17.10</th><th>49</th><th>52</th><th>127</th><th>262</th><th>171</th><th>263</th><th>174</th><th>255</th><th>115</th><th>85</th><th> </th><th>617</th><th>1244</th><th>52</th><th>71</th><th>226</th><th>29</th><th>32</th><th> </th><th> </th></tr>"
13 "Maylin, Phil" 26 370 78 231 601 23.12 17 21 2           57 58                    
34 "Marcou, Alex" 25 405 96 171 576 23.04 33 40 1           36 39                    
14 "Ashman, Rodney" 24 370 82 138 508 21.17 46 29 3           46 60                    
32 "Glascott, David" 24 285 69 219 504 21.00 7 4 2           59 41                    
7 "Johnston, Wayne" 22 348 68 121 469 21.32 40 52             40 43                    
16 "Buckley, Jim" 20 300 35 117 417 20.85 14 23 1           62 46                    
11 "Doull, Bruce" 26 208 86 195 403 15.50 2 5 6           39 40                    
4 "Bosustow, Peter" 24 254 91 145 399 16.63 47 34 15           40 57                    
15 "Perovic, Val" 24 323 108 76 399 16.63 1 1 17           60 39                    
9 "Hunter, Ken" 21 255 113 112 367 17.48 13 5 1           49 33                    
37 "Harmes, Wayne" 21 253 107 88 341 16.24 14 12             25 31                    
3 "Fitzpatrick, Mike" 23 230 104 110 340 14.78 22 25 382           67 69                    
5 "Sheldon, Ken" 18 228 44 97 325 18.06 12 12 6           12 22                    
22 "Klomp, Robbert" 24 179 67 130 309 12.88 6 5 1           43 30                    
33 "McConville, Peter" 20 178 72 105 283 14.15 19 11 2           36 37                    
25 "Marchesani, Frank" 16 169 20 99 268 16.75 10 19 1           20 29                    
27 "English, Des" 14 182 47 82 264 18.86 1   2           26 16                    
21 "Austin, Rod" 13 171 47 67 238 18.31   1             22 19                    
20 "Southby, Geoff" 20 138 36 80 218 10.90     4           32 22                    
2 "Jones, Warren" 24 97 70 96 193 8.04 2 5 414           47 52                    
36 "MacLure, Mark" 12 124 59 54 178 14.83 18 12 10           19 25                    
1 "Wells, Greg" 11 126 31 44 170 15.45 2 10             21 16                    
8 "Ditchburn, Ross" 13 112 75 40 152 11.69 61 20             15 16                    
40 "Howell, Scott" 11 61 25 42 103 9.36 6 6 22           12 20                    
26 "Clarke, David" 9 77 23 22 99 11.00 21 18 1           13 8                    
6 "Bortolotto, Mario" 11 53 26 40 93 8.45     2           14 15                    
24 "Hartney, Brendan" 6 53 16 30 83 13.83                 13 7                    
28 "Kourkoumelis, Spiro" 6 29 4 22 51 8.50 2 2             10 3                    
55 "Buckley, Mark" 4 26 11 9 35 8.75 6 3             7 1                    
23 "Meldrum, Paul" 2 20 3 12 32 16.00 1 4             2 8                    
6 "Waddell, Rod" 2 7 5 11 18 9.00                 1 5                    
18 "Montgomery, Allan" 2 9 4 3 12 6.00 2 2 1           1 5                    
35 "Lenaghan, Denis" 1 7   4 11 11.00 2 1             1                      
31 "Easton, Stephen" 1 3 1   3 3.00   2             2 2                    
22 "Shaw, Tony" 20 294 56 206 500 25.00 18 8             39 36                    
21 "Williams, Mark" 22 340 91 130 470 21.36 22 14 24           54 82                    
28 "Taylor, Michael" 22 283 90 164 447 20.32 11 10 5           49 33                    
