"<tr><th colspan=""28""><a href=""../teams/bullldogs_idx.html"">Western Bulldogs</a> [<a href=""teams/bullldogs/2018_gbg.html"">Game by Game</a>]</th></tr>" "<tr><th width=""3%"">#</th><th align=""left"" width=""14%"">Player</th><th width=""3%"">GM</th><th width=""3%"">KI</th><th width=""3%"">MK</th><th width=""3%"">HB</th><th width=""3%"">DI</th><th width=""3%"">DA</th><th width=""3%"">GL</th><th width=""3%"">BH</th><th width=""3%"">HO</th><th width=""3%"">TK</th><th width=""3%"">RB</th><th width=""3%"">IF</th><th width=""3%"">CL</th><th width=""3%"">CG</th><th width=""3%"">FF</th><th width=""3%"">FA</th><th width=""3%"">BR</th><th width=""3%"">CP</th><th width=""3%"">UP</th><th width=""3%"">CM</th><th width=""3%"">MI</th><th width=""3%"">1%</th><th width=""3%"">BO</th><th width=""3%"">GA</th><th width=""3%"">%P</th><th width=""3%"">SU</th></tr>" "<tr><th align=""left"" colspan=""3"">31 players used</th><th>1119</th><th>556</th><th>762</th><th>1881</th><th>17.10</th><th>49</th><th>52</th><th>127</th><th>262</th><th>171</th><th>263</th><th>174</th><th>255</th><th>115</th><th>85</th><th> </th><th>617</th><th>1244</th><th>52</th><th>71</th><th>226</th><th>29</th><th>32</th><th> </th><th> </th></tr>"
32 "Ricciuto, Mark" 21 274 97 162 436 20.76 9 4 9 13 60 81 53 33 21 27 1 158 270 10 8 24 14      
23 "McLeod, Andrew" 22 281 82 127 408 18.55 21 13 1 35 31 86 78 30 10 20 7 199 212 10 16 17 21      
11 "James, Brett" 22 181 57 210 391 17.77 2 10 1 20 25 45 70 31 27 16 5 177 218 5 11 18 3      
7 "Smart, Nigel" 21 217 69 117 334 15.90 12 10 13 30 48 62 37 32 21 22 7 151 190 15 9 26 30      
26 "Bickley, Mark" 18 174 54 152 326 18.11 7 4   25 21 66 69 22 19 12 2 130 202 5 2 8 9      
34 "Hart, Ben" 21 229 90 81 310 14.76 3 2 13 21 74 24 22 33 22 15 2 124 177 6 4 16 15      
5 "Koster, Kym" 20 177 43 115 292 14.60 6 6   44 18 73 59 15 17 22 3 154 155 3 5 28 11      
24 "Burton, Brett" 21 218 84 59 277 13.19 25 17 4 20 12 71 41 32 17 30 2 143 132 34 28 27 9      
19 "Stevens, Mark" 21 169 70 96 265 12.62 11 12 6 23 39 36 21 28 27 18 3 131 128 17 15 20 7      
28 "Johnson, Kane" 15 145 51 102 247 16.47 6 3 1 12 19 56 32 27 12 11 3 75 172 5 6 19 16      
29 "Thiessen, James" 18 160 62 84 244 13.56 13 8 1 19 20 72 20 31 8 9   88 156 5 7 6 15      
3 "Jarman, Darren" 21 179 96 63 242 11.52 58 23   18 5 50 21 19 12 29 2 122 115 35 54 10 19      
9 "Edwards, Tyson" 20 144 72 85 229 11.45 20 5   31 22 27 18 22 17 8 2 106 128 7 12 16 2      
36 "Goodwin, Simon" 19 148 49 77 225 11.84 2 2   17 56 21 23 23 16 12   98 130 5 4 10 5      
8 "Bassett, Nathan" 21 154 69 60 214 10.19 1   11 10 77 8 10 16 26 15   96 106 12 3 22 1      
10 "Robran, Matthew" 16 119 58 62 181 11.31 14 11 103 14 5 46 23 14 9 14 3 80 102 15 7 24 6      
14 "Connell, Matthew" 10 141 39 38 179 17.90 2 3   9 22 45 28 15 10 13   64 117 3 3 7 9      
15 "Pittman, David" 15 90 45 56 146 9.73 6 4 262 3 19 24 46 15 22 18 6 76 65 13 6 20        
35 "Jameson, Rod" 12 86 31 56 142 11.83 5 2   9 21 18 9 7 12 3 1 49 92 2 7 5 4      
30 "Vardy, Peter" 11 88 41 35 123 11.18 16 13 1 6 2 34 7 11 5 12   59 66 3 11 8 2      
33 "Eccles, Andrew" 8 81 19 39 120 15.00 4 2 1 11 8 30 17 5 6 2   45 74 3 2 7 1      
18 "Bond, Troy" 10 74 26 32 106 10.60 9 7   6 12 22 13 12 9 9   43 60 2 8 1 14      
38 "Gallagher, David" 12 64 13 31 95 7.92 2 2   11 16 20 14 15 9 3 2 52 49 1   9 8      
25 "Beinke, Bryan" 11 67 42 11 78 7.09 8 8 1 8 2 27 2 4 6 7   38 42 15 16 3        
16 "McGregor, Ken" 9 53 33 23 76 8.44 5 4 16 4 1 25 7 7 10 10   49 32 15 9 5 1      
44 "Caven, Peter" 8 48 20 26 74 9.25   3 1 10 16 3 6 7 8 4   31 40 1 2 3 9      
1 "Herbert, Lucas" 14 27 20 38 65 4.64 1 1 117 5 6 12 19 6 9 9   46 25 6 3 7        
21 "Ormond-Allen, Trent" 9 45 19 17 62 6.89     9 9 8 6 6 4 5 6   25 32 4 1 7        
27 "Liptak, Matthew" 4 33 17 17 50 12.50 4 1   6 1 11 11 3   2 2 13 39 1 4 5 1      
37 "Golding, Matthew" 7 19 10 19 38 5.43     37 1 2 7 16 2 3 3   29 12 5   7        
2 "Atkinson, Brodie" 5 23 9 14 37 7.40 1     6 4 7 8 6 3 5   16 22 1 1 2        
13 "Ellen, Shane" 6 22 11 10 32 5.33 1 1   2 2 10 4 4 4 3   15 18 1 1 1        
46 "Wintle, Darryl" 3 15 5 16 31 10.33   1   2 2 6 10 1 3 3   16 15 1            
17 "Downsborough, Ian" 4 20 7 8 28 7.00 1   30 4 1 4 7 1 1 3   17 10 2 1 3        
20 "Stenglein, Tyson" 4 21 7 6 27 6.75   1   3 6 4 3 2 2 2   11 15 1   2        
22 "Perrie, Ian" 2 7 2 8 15 7.50     1 2 1 3 5 2 2 2   6 10 1   2        
47 "Howard, Dean" 2 2   3 5 2.50           2 2 1 1 1   5 3              
31 "Marsh, Ben" 1     1 1 1.00                       1                
10 "Ashcroft, Marcus" 25 357 92 218 575 23.00 16 8   61 39 109 109 41 14 14 6 217 360 4 9 22 20      
22 "Scott, Chris" 24 363 150 150 513 21.38 4 4 6 34 65 111 48 38 25 21 7 171 337 22 9 40 13      
12 "Akermanis, Jason" 24 331 105 138 469 19.54 16 7   36 75 92 43 37 25 18 13 189 267 13 9 34 34      
44 "Lappin, Nigel" 25 281 109 185 466 18.64 23 23 1 29 37 112 76 37 10 16 6 184 292 8 15 44 30      
31 "Heuskes, Adam" 25 299 151 143 442 17.68 1 1 2 24 98 45 9 29 26 25 5 194 257 18 1 21 12      
20 "Black, Simon" 22 260 70 156 416 18.91 19 14 6 60 16 102 108 34 21 26 9 204 222 4 11 30 6      
32 "Hart, Shaun" 23 272 75 121 393 17.09 18 7   35 32 74 57 24 19 18 6 166 209 2 7 59 19      
3 "Voss, Michael" 21 248 63 145 393 18.71 23 13 3 34 15 86 103 20 23 16 10 190 207 11 18 32 9      
33 "White, Darryl" 25 240 129 112 352 14.08 14 9 22 46 31 57 31 28 25 37 1 168 182 43 10 41 18      
4 "McRae, Craig" 24 267 69 73 340 14.17 41 32   37 10 81 32 22 32 20 3 154 178 10 20 20 4      
23 "Leppitsch, Justin" 25 242 129 86 328 13.12 14 12 6 30 95 23 9 33 24 23 8 135 176 41 17 44 35      
15 "Lawrence, Steven" 24 196 87 126 322 13.42 12 8   18 40 47 13 26 24 23 5 149 185 12 10 25 17      
41 "Kennedy, Matthew" 24 189 105 106 295 12.29 3 1 22 24 69 46 10 24 19 21   82 205 6 1 27 33      
7 "Molloy, Jarrod" 21 158 57 77 235 11.19 44 28 13 18 2 42 13 26 12 34 3 153 76 31 36 42        
6 "Power, Luke" 16 157 42 76 233 14.56 17 15   22 6 47 17 20 14 9   116 107 6 10 10 8      
1 "Champion, Richard" 19 171 60 61 232 12.21 17 11 6 26 6 81 12 29 13 23 1 102 132 16 7 16 10      
18 "Lambert, Craig" 14 80 13 148 228 16.29 2 4   22 9 20 69 20 12 10 1 92 134 1 2 15 2      
2 "Johnson, Chris" 20 121 55 52 173 8.65 25 14   24 9 30 14 14 16 22 1 89 82 13 20 14 5      
9 "Boyd, Brad" 8 98 33 67 165 20.63 7 7   15 6 34 41 10 9 5 3 62 104 4 10 16 2      
21 "OBree, Shane" 12 111 25 40 151 12.58 3 1   17 33 11 18 8 7 11   45 102   2 11 9      
16 "Clarke, Matthew" 21 67 34 79 146 6.95 3 1 448 9 10 30 61 10 14 34 2 92 61 12 2 22        
27 "Keating, Clark" 21 95 53 35 130 6.19 18 7 358 18 9 37 33 13 21 18 6 88 42 23 16 31        
11 "Lynch, Alastair" 17 99 63 27 126 7.41 31 20 6 8 13 8 4 25 15 32   73 50 32 38 14 4      
39 "Notting, Tim" 12 78 42 42 120 10.00 13 10 1 7 5 34 1 20 1 7   60 63 12 12 9 5      
13 "Voss, Brett" 12 49 23 42 91 7.58 5 2 1 12 6 13 12 8 4 2   43 49 4 4 12 2      
48 "Calthorpe, David" 9 63 18 21 84 9.33 2     4 5 22 14 9 3 9   35 48 1 3 4        
5 "Scott, Brad" 8 49 14 16 65 8.13   2 1 9 7 14 8 4 3 7   22 43   2 9        
28 "Robbins, Ben" 5 29 7 24 53 10.60 3 1   8 4 7 14 2 2 4   22 34   3 1        
19 "Headland, Des" 3 19 9 10 29 9.67 5 1   1 1 5 3 2 2 1   11 18 3 7 3        
