"<tr><th colspan=""28""><a href=""../teams/bullldogs_idx.html"">Western Bulldogs</a> [<a href=""teams/bullldogs/2018_gbg.html"">Game by Game</a>]</th></tr>" "<tr><th width=""3%"">#</th><th align=""left"" width=""14%"">Player</th><th width=""3%"">GM</th><th width=""3%"">KI</th><th width=""3%"">MK</th><th width=""3%"">HB</th><th width=""3%"">DI</th><th width=""3%"">DA</th><th width=""3%"">GL</th><th width=""3%"">BH</th><th width=""3%"">HO</th><th width=""3%"">TK</th><th width=""3%"">RB</th><th width=""3%"">IF</th><th width=""3%"">CL</th><th width=""3%"">CG</th><th width=""3%"">FF</th><th width=""3%"">FA</th><th width=""3%"">BR</th><th width=""3%"">CP</th><th width=""3%"">UP</th><th width=""3%"">CM</th><th width=""3%"">MI</th><th width=""3%"">1%</th><th width=""3%"">BO</th><th width=""3%"">GA</th><th width=""3%"">%P</th><th width=""3%"">SU</th></tr>" "<tr><th align=""left"" colspan=""3"">31 players used</th><th>1119</th><th>556</th><th>762</th><th>1881</th><th>17.10</th><th>49</th><th>52</th><th>127</th><th>262</th><th>171</th><th>263</th><th>174</th><th>255</th><th>115</th><th>85</th><th> </th><th>617</th><th>1244</th><th>52</th><th>71</th><th>226</th><th>29</th><th>32</th><th> </th><th> </th></tr>"
26 "Byrne, Ray" 22 256 67 146 402 18.27 5 4 2           49 48                    
12 "Armstrong, Barry" 14 323 57 50 373 26.64 7 8             46 29                    
8 "Keogh, Trevor" 21 300 60 48 348 16.57 29 12 2           48 59                    
11 "Doull, Bruce" 21 233 93 106 339 16.14 1   6           33 37                    
7 "Whitnall, Graeme" 22 251 63 79 330 15.00                 37 16                    
14 "Ashman, Rodney" 17 238 71 71 309 18.18 25 30 4           31 48                    
36 "MacLure, Mark" 20 246 127 58 304 15.20 39 35 2           40 52                    
25 "Jesaulenko, Alex" 19 199 82 86 285 15.00 12 14 2           31 34                    
10 "Mangels, Alan" 19 240 65 44 284 14.95 7 10 1           49 42                    
28 "Jones, Peter" 21 174 114 98 272 12.95 15 5 333           62 71                    
42 "Walls, Robert" 19 229 91 42 271 14.26 33 27 6           47 65                    
15 "Pinnell, Phillip" 19 200 53 63 263 13.84 1 3 2           24 38                    
43 "McKay, David" 18 201 107 41 242 13.44 21 16 82           40 58                    
21 "Austin, Rod" 20 210 46 31 241 12.05 1 1             68 17                    
24 "Ohlsen, Russell" 13 154 31 62 216 16.62 8 11 8           20 36                    
20 "Southby, Geoff" 12 145 46 60 205 17.08     2           28 19                    
16 "Buckley, Jim" 12 132 28 36 168 14.00 12 13 3           34 33                    
4 "Southcombe, Tony" 13 111 35 50 161 12.38 11 13 109           31 30                    
18 "Heath, Kevin" 16 114 40 44 158 9.88     1           27 18                    
32 "McConnon, Leigh" 13 116 26 41 157 12.08   5             21 36                    
9 "Towns, Greg" 9 109 33 42 151 16.78 3 6 1           24 17                    
22 "Tresize, John" 13 100 17 48 148 11.38 1 3 1           12 24                    
30 "Pickett, Tony" 14 124 29 21 145 10.36 5 2             29 13                    
5 "Sheldon, Ken" 6 98 17 21 119 19.83 13 9 1           14 7                    
19 "Young, Michael" 7 90 22 20 110 15.71 1 9             15 16                    
6 "Bedford, Peter" 7 67 23 34 101 14.43 4 6             10 9                    
27 "McKenna, Peter" 11 89 41 10 99 9.00 36 23             21 25                    
1 "Canfield, Jim" 9 38 22 23 61 6.78 2   6           11 16                    
17 "Galt, Rod" 3 21 9 8 29 9.67 3 10 20           5 6                    
10 "Serafini, Renato" 4 22 5 4 26 6.50 3 2             8 2                    
41 "Brown, Peter" 3 9 5 3 12 4.00   1             2 5                    
33 "Fletcher, Trevor" 1 4 3 1 5 5.00                                        
31 "Halloran, Danny" 1 4 1 1 5 5.00   1                                    
54 "Harmes, Wayne" 1 1     1 1.00                                        
5 "Wearmouth, Ronnie" 24 300 39 156 456 19.00 22 16 2           57 49                    
1 "Richardson, Max" 24 347 58 95 442 18.42 31 23 7           44 75                    
18 "Richardson, Wayne" 22 360 61 64 424 19.27 16 19 6           37 36                    
2 "Thompson, Len" 25 223 117 179 402 16.08 10 9 411           100 102                    
25 "Picken, Bill" 24 322 136 75 397 16.54   3 2           89 36                    
13 "Gordon, Wayne" 24 230 78 149 379 15.79 16 22 15           24 79                    
38 "Hyde, Robert" 24 290 86 66 356 14.83 1 3             57 33                    
12 "Dunne, Ross" 24 296 101 58 354 14.75 27 38 19           47 72                    
9 "Carman, Phil" 20 191 108 134 325 16.25 41 26 4           23 75                    
21 "Anderson, Graeme" 23 260 45 50 310 13.48 46 34             27 30                    
3 "Magro, Stan" 18 211 39 90 301 16.72 10 10 3           35 55                    
31 "Manassa, Phil" 19 216 47 63 279 14.68 12 16             41 39                    
36 "Kink, Rene" 20 191 69 71 262 13.10 34 37             34 52                    
43 "Barham, Ricky" 17 188 40 47 235 13.82 16 13             35 35                    
27 "Worthington, Kevin" 25 175 46 58 233 9.32   1 4           52 36                    
10 "Cooper, Ian" 21 168 62 60 228 10.86   1             50 36                    
30 "Moore, Peter" 22 154 83 35 189 8.59 76 38 40           31 41                    
23 "Shaw, Ray" 10 123 22 32 155 15.50 13 13 1           24 23                    
24 "Ireland, Andrew" 13 114 23 33 147 11.31 5 4             22 13                    
16 "Atkinson, Alan" 12 97 16 48 145 12.08 4 5             19 24                    
11 "Betts, Gerald" 15 105 29 34 139 9.27   2 1           15 19                    
